wnver::eOS9lXC6GvMWznF1wkZofDdtbBU
1740n 618214.814740026 ROOT
1930n 349020.408364355
2137n 269104.610221825
2452n 9248.45685190412
2684n 194517.491291271
3553n 163699.518584917
3993n 1
4258n 117982.528754579
4475n 117718.731135531
5787n 1
5930n 2.66666666666667
6024n 1
6150n 11
6269n 77.6428571428562
6400n 1
6484n 184.154761904762
7347n 103772.764856549
7846n 100154.365858325
15388n 9115.12104496809
17222n 7234.27139674051
19046n 15.3333333333333
19128n 3667.88280893943
19613n 24780.0401182436
20090n 7216.91711833917
20827n 35810.0879239509
21265n 4020.79288146493
21734n 39.3333333333334
21939n 41951.296764989
22903n 221.678968253968
23100n 94327.2972765404
23271n 36649.3360077438
23773n 2069.73154761905
24264n 55101.6621993345
24720n 26897.6678116818
26192n 6672.35199800201
27167n 26907.0272295941
27807n 2515.51313034791
28270n 4041.52705627705
28651n 60.7777777777778
29007n 1
29114n 4
29378n 55607.2297211776
29677n 5663.46458353738
30358n 42085.189524691
31264n 23847.6042788236
31921n 35298.0370804211
32613n 4752.02128200019
32823n 23.2428571428571
33020n 32526.6063033371
33615n 27917.7443980997
34213n 2447.48617583397
34479n 56.4294871794879
34574n 197.899999999999
34777n 1
34939n 1
35189n 718.61653934301
35697n 6
35891n 1
36061n 1.14285714285714
36299n 1
36580n 1
36762n 216.974891774892
37006n 1.5
37090n 1
37200n 6.66666666666666
37396n 9390.38519650285
38175n 1
38262n 80.4465811965815
38573n 1
38863n 1
39021n 18.2706349206349
39211n 1
39297n 4.44444444444444
39545n 1.44444444444444
39740n 1
39916n 126
39990n 1
40152n 11.8261904761905
40420n 1
40545n 1
40804n 7.32619047619048
40962n 2.47619047619048
41188n 16
41468n 22.3529411764705
41614n 1
41740n 1.33333333333333
41899n 187.806440781441
42311n 147.058333333334
42541n 6.57142857142857
42757n 873.738095238092
43116n 1
43195n 334.743939393939
43609n 57.3333333333333
43902n 78.247619047619
44150n 223.043764568764
44455n 9.77777777777778
44673n 3.5
44900n 2
45114n 1
45250n 528.478986209868
45646n 1
45907n 112.060317460317
46177n 59.8018939393939
46344n 91.7272727272727
46522n 348.052655677656
47018n 1
47106n 6.8
47356n 1
47550n 1
47745n 4.375
47941n 1
48051n 36.6666666666666
48225n 46.25
48374n 91.9358974358974
48656n 1
48828n 40.75
49003n 26.55
49344n 1.66666666666667
49530n 1.8
49636n 1
49789n 1
49909n 2.5
50037n 1
50195n 27.301282051282
50484n 4.75
50693n 1
50887n 18.3846153846153
51077n 1
51192n 18.3846153846153
51385n 1
51525n 3
51712n 1
51897n 1
52052n 1.2
52146n 1
52334n 4.25
52500n 9.25
52791n 2
53020n 1
53097n 415.833333333331
53405n 1
53525n 1
53609n 2.5
53806n 1.5
53913n 29.2380952380952
54328n 1
54483n 4.85714285714286
54652n 6.52380952380953
54821n 3
55038n 1
55227n 1
55315n 4
55633n 1
55793n 1
55932n 1
56087n 1
56311n 2
56551n 1
56688n 1
56912n 5.85714285714286
57162n 1
57306n 1
57486n 1
57657n 1.75
57748n 1
58002n 2
58247n 1
58337n 1.5
58519n 329.333333333332
58608n 1
58743n 55.8018939393939
59127n 25.9893939393939
59376n 2.86666666666667
59552n 19.5393939393939
59728n 1
59895n 1.33333333333333
59989n 14.6875
60201n 1
60414n 1
60548n 1 ROOT
60747n 1
60817n 1 ROOT
61014n 2
61171n 1
61290n 20.25
61453n 1
61598n 47.0833333333333
61792n 2
61917n 1.33333333333333
62133n 41.75
62331n 1
62451n 2
62671n 1
62806n 279.294633307869
63014n 6.375
63310n 1
63559n 1
63652n 263.252966641202
64018n 5
64151n 1
64370n 1.77777777777778
64504n 44.0253968253968
64789n 15.6458333333333
65098n 1
65216n 11.6666666666667
65336n 1
65418n 1
65575n 14.3235294117647
65855n 7.66666666666666
66075n 1
66216n 990.309632034632
66397n 27.3333333333333
66636n 750.947619047619
66901n 4
67153n 1
67254n 7.89999999999998
67397n 2
67526n 45.4523809523809
67707n 26.0357142857143
67990n 4
68170n 1.5
68333n 5.33333333333333
68617n 1
68755n 1
68901n 24.3333333333333
69060n 1
69173n 10
69444n 1
69604n 2
69685n 1
69815n 2
69918n 1
70077n 1
70215n 2
70363n 2.5
70462n 1
70641n 1
70807n 1
70965n 205.387012987013
71546n 1
71700n 1
71864n 1
72068n 7.42857142857143
72261n 25.6357142857143
72473n 7.8
72691n 1.66666666666667
72808n 5
73032n 1
73177n 2
73525n 1
73713n 1
73828n 3.86666666666667
74092n 1
74324n 1
74524n 2
